Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
DAPE_SALCH	DAPE_SALCH	375	Peptidase_M20	-	207	2.2e-42	150.0	0.1	1	1	5.1e-45	2.6e-42	149.752670288086	0.07	1	206	62	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALPC	DAPE_SALPC	375	Peptidase_M20	-	207	2.2e-42	150.0	0.1	1	1	5.1e-45	2.6e-42	149.752670288086	0.07	1	206	62	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALPK	DAPE_SALPK	375	Peptidase_M20	-	207	2.2e-42	150.0	0.1	1	1	5.1e-45	2.6e-42	149.752670288086	0.07	1	206	62	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALPA	DAPE_SALPA	375	Peptidase_M20	-	207	2.2e-42	150.0	0.1	1	1	5.1e-45	2.6e-42	149.752670288086	0.07	1	206	62	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALEP	DAPE_SALEP	375	Peptidase_M20	-	207	2.2e-42	150.0	0.1	1	1	5.1e-45	2.6e-42	149.746109008789	0.08	1	206	62	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALG2	DAPE_SALG2	375	Peptidase_M20	-	207	2.2e-42	150.0	0.1	1	1	5.1e-45	2.6e-42	149.746109008789	0.08	1	206	62	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALPB	DAPE_SALPB	375	Peptidase_M20	-	207	2.2e-42	150.0	0.1	1	1	5.1e-45	2.6e-42	149.746109008789	0.08	1	206	62	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALNS	DAPE_SALNS	375	Peptidase_M20	-	207	2.2e-42	150.0	0.1	1	1	5.1e-45	2.6e-42	149.746109008789	0.08	1	206	62	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALHS	DAPE_SALHS	375	Peptidase_M20	-	207	2.2e-42	150.0	0.1	1	1	5.1e-45	2.6e-42	149.746109008789	0.08	1	206	62	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALDC	DAPE_SALDC	375	Peptidase_M20	-	207	2.2e-42	150.0	0.1	1	1	5.1e-45	2.6e-42	149.746109008789	0.08	1	206	62	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALTY	DAPE_SALTY	375	Peptidase_M20	-	207	2.2e-42	150.0	0.1	1	1	5.1e-45	2.6e-42	149.746109008789	0.08	1	206	62	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALSV	DAPE_SALSV	375	Peptidase_M20	-	207	2.2e-42	150.0	0.1	1	1	5.1e-45	2.6e-42	149.746109008789	0.08	1	206	62	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALAR	DAPE_SALAR	375	Peptidase_M20	-	207	2.2e-42	150.0	0.1	1	1	5.1e-45	2.6e-42	149.746109008789	0.08	1	206	62	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECOLU	DAPE_ECOLU	375	Peptidase_M20	-	207	2.2e-42	150.0	0.1	1	1	5.1e-45	2.7e-42	149.734161376953	0.08	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALTI	DAPE_SALTI	375	Peptidase_M20	-	207	2.2e-42	150.0	0.1	1	1	5.1e-45	2.6e-42	149.751815795898	0.07	1	206	62	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_AERS4	DAPE_AERS4	375	Peptidase_M20	-	207	2.2e-42	150.0	0.1	1	1	5.2e-45	2.7e-42	149.722625732422	0.14	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_RALPJ	DAPE_RALPJ	386	Peptidase_M20	-	207	2.4e-42	149.9	0.2	1	1	5.7e-45	2.9e-42	149.59912109375	0.24	2	206	74	382	73	383	0.97	Succinyl-diaminopimelate desuccinylase		0
DAPE_YERP3	DAPE_YERP3	375	Peptidase_M20	-	207	2.5e-42	149.8	0.1	1	1	5.8e-45	3.0e-42	149.569061279297	0.14	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_PECAS	DAPE_PECAS	375	Peptidase_M20	-	207	2.6e-42	149.7	0.1	1	1	6.2e-45	3.2e-42	149.476608276367	0.09	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ALIFM	DAPE_ALIFM	377	Peptidase_M20	-	207	2.7e-42	149.7	0.0	1	1	6.2e-45	3.2e-42	149.461074829102	0.05	2	206	65	373	64	374	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_VEREI	DAPE_VEREI	401	Peptidase_M20	-	207	2.7e-42	149.7	0.0	1	1	6.4e-45	3.3e-42	149.433975219727	0.01	2	207	79	388	78	388	0.97	Succinyl-diaminopimelate desuccinylase		0
DAPE_LEPCP	DAPE_LEPCP	382	Peptidase_M20	-	207	2.8e-42	149.6	0.1	1	1	7.1e-45	3.7e-42	149.277389526367	0.08	2	206	70	378	69	379	0.97	Succinyl-diaminopimelate desuccinylase		0
DAPE_WOLPM	DAPE_WOLPM	398	Peptidase_M20	-	207	3.0e-42	149.6	0.0	1	1	7.3e-45	3.8e-42	149.239379882812	0.01	1	207	64	373	64	373	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALA4	DAPE_SALA4	375	Peptidase_M20	-	207	3.3e-42	149.4	0.1	1	1	7.9e-45	4.1e-42	149.129455566406	0.10	1	206	62	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURPS	DAPE_BURPS	379	Peptidase_M20	-	207	3.4e-42	149.4	0.0	1	1	9.8e-45	5.1e-42	148.815155029297	0.05	1	206	66	375	66	376	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURP6	DAPE_BURP6	379	Peptidase_M20	-	207	3.4e-42	149.4	0.0	1	1	9.8e-45	5.1e-42	148.815155029297	0.05	1	206	66	375	66	376	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURP0	DAPE_BURP0	379	Peptidase_M20	-	207	3.4e-42	149.4	0.0	1	1	9.8e-45	5.1e-42	148.815155029297	0.05	1	206	66	375	66	376	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_HISS2	DAPE_HISS2	377	Peptidase_M20	-	207	3.8e-42	149.2	0.1	1	1	9.1e-45	4.7e-42	148.928146362305	0.07	1	206	62	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_AERHH	DAPE_AERHH	375	Peptidase_M20	-	207	3.9e-42	149.2	0.1	1	1	9.2e-45	4.8e-42	148.911895751953	0.12	1	205	62	370	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECO7I	DAPE_ECO7I	375	Peptidase_M20	-	207	4.1e-42	149.1	0.1	1	1	9.7e-45	5.0e-42	148.831527709961	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURM7	DAPE_BURM7	379	Peptidase_M20	-	207	4.6e-42	149.0	0.0	1	1	1.3e-44	6.9e-42	148.390335083008	0.05	1	206	66	375	66	376	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURM9	DAPE_BURM9	379	Peptidase_M20	-	207	4.6e-42	149.0	0.0	1	1	1.3e-44	6.9e-42	148.390335083008	0.05	1	206	66	375	66	376	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURMA	DAPE_BURMA	379	Peptidase_M20	-	207	4.6e-42	149.0	0.0	1	1	1.3e-44	6.9e-42	148.390335083008	0.05	1	206	66	375	66	376	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURMS	DAPE_BURMS	379	Peptidase_M20	-	207	4.6e-42	149.0	0.0	1	1	1.3e-44	6.9e-42	148.390335083008	0.05	1	206	66	375	66	376	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURP1	DAPE_BURP1	379	Peptidase_M20	-	207	4.6e-42	149.0	0.0	1	1	1.3e-44	6.9e-42	148.390335083008	0.05	1	206	66	375	66	376	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_PARL1	DAPE_PARL1	395	Peptidase_M20	-	207	4.7e-42	148.9	0.2	1	1	1.1e-44	5.9e-42	148.604339599609	0.19	1	205	77	386	77	388	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_NAUPA	DAPE_NAUPA	365	Peptidase_M20	-	207	4.7e-42	148.9	0.2	1	1	1.1e-44	5.7e-42	148.659484863281	0.19	1	206	60	362	60	363	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHIDS	DAPE_SHIDS	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.570175170898	0.06	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECOLC	DAPE_ECOLC	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.565200805664	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECOHS	DAPE_ECOHS	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.565200805664	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHIBS	DAPE_SHIBS	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.565200805664	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECOBW	DAPE_ECOBW	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.565200805664	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECOSM	DAPE_ECOSM	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.565200805664	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHIFL	DAPE_SHIFL	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.565200805664	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase	7lgp_B	0
DAPE_ECO8A	DAPE_ECO8A	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.565200805664	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECOLI	DAPE_ECOLI	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.565200805664	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECODH	DAPE_ECODH	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.565200805664	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECO27	DAPE_ECO27	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.565200805664	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECO24	DAPE_ECO24	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.565200805664	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECO55	DAPE_ECO55	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.565200805664	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECOSE	DAPE_ECOSE	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.563629150391	0.06	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECO45	DAPE_ECO45	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.559799194336	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECOUT	DAPE_ECOUT	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.559799194336	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECOL6	DAPE_ECOL6	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.559799194336	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECOK1	DAPE_ECOK1	375	Peptidase_M20	-	207	4.9e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.559799194336	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECOL5	DAPE_ECOL5	375	Peptidase_M20	-	207	5.0e-42	148.9	0.1	1	1	1.2e-44	6.1e-42	148.557510375977	0.08	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_NITOC	DAPE_NITOC	376	Peptidase_M20	-	207	5.0e-42	148.8	0.0	1	1	1.1e-44	5.9e-42	148.620101928711	0.02	2	206	63	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHIF8	DAPE_SHIF8	375	Peptidase_M20	-	207	5.0e-42	148.8	0.1	1	1	1.2e-44	6.1e-42	148.565200805664	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHISS	DAPE_SHISS	375	Peptidase_M20	-	207	5.0e-42	148.8	0.1	1	1	1.2e-44	6.1e-42	148.565200805664	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_VESOH	DAPE_VESOH	376	Peptidase_M20	-	207	5.3e-42	148.8	0.0	1	1	1.2e-44	6.3e-42	148.507965087891	0.00	2	207	63	373	62	373	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ENT38	DAPE_ENT38	375	Peptidase_M20	-	207	5.7e-42	148.7	0.0	1	1	1.4e-44	7.2e-42	148.332153320312	0.03	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURA4	DAPE_BURA4	379	Peptidase_M20	-	207	5.8e-42	148.6	0.1	1	1	1.6e-44	8.2e-42	148.14990234375	0.12	1	206	66	375	66	376	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHIB3	DAPE_SHIB3	375	Peptidase_M20	-	207	5.9e-42	148.6	0.1	1	1	1.4e-44	7.3e-42	148.315139770508	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_PARP8	DAPE_PARP8	379	Peptidase_M20	-	207	6.0e-42	148.6	0.2	1	1	1.4e-44	7.5e-42	148.274948120117	0.19	1	206	66	375	66	376	0.97	Succinyl-diaminopimelate desuccinylase		0
DAPE_MANSM	DAPE_MANSM	377	Peptidase_M20	-	207	6.5e-42	148.5	0.1	1	1	1.5e-44	7.7e-42	148.230667114258	0.05	1	206	63	372	63	373	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_HALHL	DAPE_HALHL	378	Peptidase_M20	-	207	6.8e-42	148.4	1.3	1	1	1.7e-44	8.6e-42	148.076110839844	1.33	2	206	63	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_JANMA	DAPE_JANMA	375	Peptidase_M20	-	207	7.0e-42	148.4	0.0	1	1	1.6e-44	8.3e-42	148.123580932617	0.05	2	207	63	372	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_ESCF3	DAPE_ESCF3	375	Peptidase_M20	-	207	7.2e-42	148.3	0.1	1	1	1.7e-44	8.9e-42	148.029739379883	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_KLEP3	DAPE_KLEP3	375	Peptidase_M20	-	207	8.7e-42	148.1	0.0	1	1	2.2e-44	1.1e-41	147.706634521484	0.03	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEDO	DAPE_SHEDO	376	Peptidase_M20	-	207	8.9e-42	148.0	0.1	1	1	2.1e-44	1.1e-41	147.76741027832	0.06	1	206	63	372	63	373	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACTP2	DAPE_ACTP2	377	Peptidase_M20	-	207	1.0e-41	147.9	0.2	1	1	2.3e-44	1.2e-41	147.584197998047	0.16	2	206	64	372	63	373	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACTP7	DAPE_ACTP7	377	Peptidase_M20	-	207	1.0e-41	147.9	0.2	1	1	2.3e-44	1.2e-41	147.584197998047	0.16	2	206	64	372	63	373	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_ALISL	DAPE_ALISL	377	Peptidase_M20	-	207	1.1e-41	147.7	0.0	1	1	2.5e-44	1.3e-41	147.474365234375	0.02	2	206	65	373	64	374	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACIAD	DAPE_ACIAD	377	Peptidase_M20	-	207	1.1e-41	147.7	0.3	1	1	2.8e-44	1.5e-41	147.312789916992	0.27	1	206	64	373	64	374	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURL3	DAPE_BURL3	379	Peptidase_M20	-	207	1.2e-41	147.6	0.1	1	1	3.3e-44	1.7e-41	147.078598022461	0.09	1	206	66	375	66	376	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEON	DAPE_SHEON	384	Peptidase_M20	-	207	1.3e-41	147.5	0.0	1	1	3.2e-44	1.7e-41	147.137664794922	0.04	1	206	71	380	71	381	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECO5E	DAPE_ECO5E	375	Peptidase_M20	-	207	1.4e-41	147.4	0.1	1	1	3.2e-44	1.7e-41	147.122146606445	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECO57	DAPE_ECO57	375	Peptidase_M20	-	207	1.4e-41	147.4	0.1	1	1	3.2e-44	1.7e-41	147.122146606445	0.07	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEWM	DAPE_SHEWM	376	Peptidase_M20	-	207	1.5e-41	147.3	0.0	1	1	3.5e-44	1.8e-41	147.023193359375	0.04	1	206	63	372	63	373	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_CHRSD	DAPE_CHRSD	386	Peptidase_M20	-	207	1.5e-41	147.3	0.2	1	1	3.7e-44	1.9e-41	146.923767089844	0.16	2	206	73	382	72	383	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACTSZ	DAPE_ACTSZ	376	Peptidase_M20	-	207	1.6e-41	147.2	0.1	1	1	3.9e-44	2.0e-41	146.858947753906	0.13	1	206	63	372	63	373	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_BART1	DAPE_BART1	390	Peptidase_M20	-	207	1.7e-41	147.1	0.0	1	1	8.8e-44	4.5e-41	145.713394165039	0.00	1	205	70	385	70	387	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURVG	DAPE_BURVG	379	Peptidase_M20	-	207	1.7e-41	147.1	0.1	1	1	4.8e-44	2.5e-41	146.577789306641	0.07	1	206	66	375	66	376	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_KLEP7	DAPE_KLEP7	375	Peptidase_M20	-	207	1.7e-41	147.1	0.0	1	1	4.2e-44	2.2e-41	146.743209838867	0.02	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURCC	DAPE_BURCC	379	Peptidase_M20	-	207	1.7e-41	147.1	0.1	1	1	4.8e-44	2.5e-41	146.570358276367	0.11	1	206	66	375	66	376	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_CROS8	DAPE_CROS8	375	Peptidase_M20	-	207	1.9e-41	147.0	0.1	1	1	5.3e-44	2.7e-41	146.429565429688	0.06	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_MARMM	DAPE_MARMM	390	Peptidase_M20	-	207	2.1e-41	146.8	0.1	1	1	7.7e-44	4.0e-41	145.892669677734	0.06	1	206	71	382	71	383	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_METC4	DAPE_METC4	385	Peptidase_M20	-	207	2.1e-41	146.8	0.1	1	1	7.8e-44	4.0e-41	145.879333496094	0.09	2	206	70	382	69	383	0.92	Succinyl-diaminopimelate desuccinylase		0
DAPE_BARQU	DAPE_BARQU	390	Peptidase_M20	-	207	2.4e-41	146.6	0.0	1	1	7.5e-44	3.9e-41	145.929061889648	0.01	1	206	70	386	70	387	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHESM	DAPE_SHESM	381	Peptidase_M20	-	207	2.4e-41	146.6	0.0	1	1	6.0e-44	3.1e-41	146.250717163086	0.03	1	206	68	377	68	378	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHESR	DAPE_SHESR	381	Peptidase_M20	-	207	2.4e-41	146.6	0.0	1	1	6.0e-44	3.1e-41	146.250717163086	0.03	1	206	68	377	68	378	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEHH	DAPE_SHEHH	381	Peptidase_M20	-	207	2.5e-41	146.6	0.0	1	1	5.9e-44	3.1e-41	146.271575927734	0.03	1	207	67	377	67	377	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_RALSO	DAPE_RALSO	383	Peptidase_M20	-	207	2.8e-41	146.4	0.1	1	1	6.6e-44	3.4e-41	146.122268676758	0.15	2	206	71	379	70	380	0.97	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACIB5	DAPE_ACIB5	377	Peptidase_M20	-	207	3.1e-41	146.3	0.1	1	1	7.5e-44	3.9e-41	145.929718017578	0.09	1	207	64	374	64	374	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACIBY	DAPE_ACIBY	377	Peptidase_M20	-	207	3.1e-41	146.3	0.1	1	1	7.5e-44	3.9e-41	145.929718017578	0.09	1	207	64	374	64	374	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACIBS	DAPE_ACIBS	377	Peptidase_M20	-	207	3.1e-41	146.2	0.1	1	1	7.5e-44	3.9e-41	145.934799194336	0.08	1	207	64	374	64	374	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACIB3	DAPE_ACIB3	377	Peptidase_M20	-	207	3.1e-41	146.2	0.1	1	1	7.5e-44	3.9e-41	145.929718017578	0.09	1	207	64	374	64	374	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACIBT	DAPE_ACIBT	378	Peptidase_M20	-	207	3.2e-41	146.2	0.1	1	1	7.6e-44	3.9e-41	145.916580200195	0.09	1	207	64	374	64	374	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACIBC	DAPE_ACIBC	378	Peptidase_M20	-	207	3.3e-41	146.2	0.1	1	1	8.1e-44	4.2e-41	145.822692871094	0.08	1	207	64	374	64	374	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSEU5	DAPE_PSEU5	382	Peptidase_M20	-	207	3.6e-41	146.1	0.1	1	1	8.5e-44	4.4e-41	145.762878417969	0.09	1	206	67	377	67	378	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHESH	DAPE_SHESH	376	Peptidase_M20	-	207	3.6e-41	146.0	0.1	1	1	8.3e-44	4.3e-41	145.794937133789	0.05	1	205	63	371	63	373	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_METPP	DAPE_METPP	386	Peptidase_M20	-	207	3.7e-41	146.0	0.0	1	1	9.1e-44	4.7e-41	145.653900146484	0.04	2	206	74	382	73	383	0.97	Succinyl-diaminopimelate desuccinylase		0
DAPE_BARHE	DAPE_BARHE	390	Peptidase_M20	-	207	3.8e-41	146.0	0.0	1	1	9.4e-44	4.9e-41	145.610061645508	0.01	1	206	70	386	70	387	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEPW	DAPE_SHEPW	381	Peptidase_M20	-	207	4.4e-41	145.7	0.0	1	1	1.1e-43	5.7e-41	145.381744384766	0.03	1	207	67	377	67	377	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHESA	DAPE_SHESA	381	Peptidase_M20	-	207	4.9e-41	145.6	0.0	1	1	1.2e-43	6.2e-41	145.266571044922	0.03	1	206	68	377	68	378	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURCJ	DAPE_BURCJ	379	Peptidase_M20	-	207	4.9e-41	145.6	0.1	1	1	1.4e-43	7.0e-41	145.100463867188	0.11	1	206	66	375	66	376	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_BEII9	DAPE_BEII9	383	Peptidase_M20	-	207	5.3e-41	145.5	0.1	1	1	1.2e-43	6.5e-41	145.210266113281	0.07	2	206	69	379	68	380	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHOP5	DAPE_RHOP5	387	Peptidase_M20	-	207	5.3e-41	145.5	0.1	1	1	2.1e-43	1.1e-40	144.478134155273	0.10	1	206	70	383	70	384	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_METPB	DAPE_METPB	387	Peptidase_M20	-	207	5.6e-41	145.4	0.1	1	1	1.7e-43	8.9e-41	144.75456237793	0.06	2	206	70	382	69	383	0.92	Succinyl-diaminopimelate desuccinylase		0
DAPE_STRMK	DAPE_STRMK	375	Peptidase_M20	-	207	6.6e-41	145.2	0.1	1	1	1.6e-43	8.5e-41	144.826858520508	0.05	2	206	63	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_GLUDA	DAPE_GLUDA	385	Peptidase_M20	-	207	7.6e-41	145.0	0.1	1	1	2.2e-43	1.2e-40	144.376571655273	0.11	1	206	74	381	74	382	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURCA	DAPE_BURCA	379	Peptidase_M20	-	207	7.7e-41	145.0	0.1	1	1	2.1e-43	1.1e-40	144.484130859375	0.12	1	206	66	375	66	376	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURCH	DAPE_BURCH	379	Peptidase_M20	-	207	7.7e-41	145.0	0.1	1	1	2.1e-43	1.1e-40	144.484130859375	0.12	1	206	66	375	66	376	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHOPT	DAPE_RHOPT	387	Peptidase_M20	-	207	8.5e-41	144.8	0.2	1	1	3.5e-43	1.8e-40	143.745849609375	0.16	1	206	70	383	70	384	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_THIDA	DAPE_THIDA	392	Peptidase_M20	-	207	8.7e-41	144.8	0.1	1	1	2.2e-43	1.1e-40	144.421600341797	0.05	1	206	73	382	73	383	0.97	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHESW	DAPE_SHESW	379	Peptidase_M20	-	207	9.5e-41	144.7	0.0	1	1	2.3e-43	1.2e-40	144.341217041016	0.05	1	206	66	375	66	376	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEB2	DAPE_SHEB2	379	Peptidase_M20	-	207	1.0e-40	144.6	0.0	1	1	2.5e-43	1.3e-40	144.251998901367	0.03	1	206	66	375	66	376	0.94	Succinyl-diaminopimelate desuccinylase		0
